c0_answer,c0_correct,candidate_answer,candidate_changed_from_c0,candidate_correct,candidate_first_pass_record_sha256,gold_answer_post_run_join,legacy_answer,legacy_correct,legacy_execution_valid,legacy_failure_type,order,pack,query_family,question_id
yes,True,yes,False,True,ccf33fd2349eb68ee590203a00b91e50b05aebc7af9316c2bc76e31f0bcb93d6,yes,yes,True,True,,317,clean_holdout_natural,marginal,cladder:19715
yes,True,yes,False,True,72840072ea7882e5932477591476be77137b83e27e4dda9c5f9aab35b1924cad,yes,yes,True,True,,318,clean_holdout_natural,det-counterfactual,cladder:30419
yes,True,yes,False,True,3177d9b2f86206132ffcad7df0c206bc70c7863fbb234942b984913db65952be,yes,yes,True,True,,319,clean_holdout_natural,nde,cladder:18080
no,True,no,False,True,6a81b0a2fffdb96a31ec300cb5e5a708112fa60adb0395ebab9766696ee74cc9,no,no,True,True,,320,clean_holdout_natural,ett,cladder:14102
yes,True,yes,False,True,16d08b9ed759c9ccd433718758d09063d06ad68aef1ee772c2ef5e8af358d089,yes,yes,True,True,,321,clean_holdout_natural,marginal,cladder:27577
no,True,no,False,True,9c8d6c90ab65f1b0053216402ff29beca55287739b55247d7f8314afac9edd16,no,no,True,True,,322,clean_holdout_natural,correlation,cladder:14980
yes,True,yes,False,True,bc8f7d6c865bc740822962b2776f1e79657b47315824308bff4dde69e492085a,yes,yes,True,True,,323,clean_holdout_natural,ett,cladder:6499
no,True,no,False,True,fefe1ff99a705a80acc07c828a94f145986f4799f96bd5e99f41a5eb9eb659fe,no,no,True,True,,324,clean_holdout_natural,ate,cladder:16402
no,True,no,False,True,783911eac9b7204bb7c08b4b1ae806cd3097b72b06c876105abaeeef01a4a156,no,no,True,True,,325,clean_holdout_natural,nde,cladder:7012
yes,True,yes,False,True,a374908a42d952e39f1f98b3480fe7ecdc6ef2b4f097bfba8c9c2467a41eae3a,yes,yes,True,True,,326,clean_holdout_natural,correlation,cladder:25384
no,True,no,False,True,75c76449cc974553fef0a53c8d68f754ab574817e200c0acc0e98cdeaac0c498,no,no,True,True,,327,clean_holdout_natural,det-counterfactual,cladder:20350
yes,True,yes,False,True,8d369dfd64680f0e0c70372a8d547504731d3523ac19c762222cbdd3e4b5f357,yes,yes,True,True,,328,clean_holdout_natural,ate,cladder:11391
yes,True,yes,False,True,6d089fb30af64520fa786d4d8bb33b4cba3767af0fd5cf7585a7812a07febaff,yes,yes,True,True,,329,clean_holdout_natural,correlation,cladder:15582
no,True,no,False,True,affeeb80291637f9a95a8d70baa7d71cc122a69337cbb97fbf150454325ab215,no,no,True,True,,330,clean_holdout_natural,ett,cladder:29416
no,True,no,False,True,335d1ecb45ba2bbcc7d4afbcda99fbeb4812f63a81da6e40c5be354ccb93ab83,no,no,True,True,,331,clean_holdout_natural,ate,cladder:27030
yes,True,yes,False,True,8f64a701f957f71e1e23b3ae30d169b5f0fa28d2a9388d005968a55726f83d15,yes,yes,True,True,,332,clean_holdout_natural,correlation,cladder:16598
no,False,no,False,False,5066cae03e9d8bffb7c7e56f220397dcec0c4cba3284ac8b67ef8b0a809bdfff,yes,yes,True,True,,333,clean_holdout_natural,correlation,cladder:1266
no,True,no,False,True,76d93a3cc1f8714a6f0129d81a6554d87abadf6845d2f9b1aa31e85196b6e3fd,no,no,True,True,,334,clean_holdout_natural,nde,cladder:8766
no,True,no,False,True,659f36584d42d24cb43f89bae0d37666843cdc86df85d4c86bc6784192252dd7,no,no,True,True,,335,clean_holdout_natural,marginal,cladder:29082
yes,True,yes,False,True,87706ce535d09c737bdf8e3f3675552448880c2c46854766333432711fea14bc,yes,yes,True,True,,336,clean_holdout_natural,ate,cladder:11590
no,True,no,False,True,0094e2c4b909acaf9ac704eb9dc534ecdb35874728bf4a989a65bc322795f2d9,no,no,True,True,,337,clean_holdout_natural,ate,cladder:21088
no,True,no,False,True,014bfa51977f3bd30748b0a06d7c00242c63238a82a985db104599e7c192dffc,no,no,True,True,,338,clean_holdout_natural,ate,cladder:28266
yes,True,yes,False,True,336c3b880dbc8043b850b90967870c9a80de90b1b4c1f3dc646d64a58f6c816c,yes,yes,True,True,,339,clean_holdout_natural,ate,cladder:4535
no,True,no,False,True,5408e95bb41391f4e02f510ad27934bf9993d65480659328bf6f28de796ca463,no,yes,False,True,,340,clean_holdout_natural,ate,cladder:20980
no,True,no,False,True,186db44c73ce1cad061a1391a8a9c44609b0439ac531bbc65f7de262fc5b953d,no,no,True,True,,341,clean_holdout_natural,marginal,cladder:18339
yes,True,yes,False,True,44ac84561716d26b4569697e40a0034e955adc64345d3bf2272f690477963aad,yes,yes,True,True,,342,clean_holdout_natural,correlation,cladder:22772
no,True,no,False,True,0cd81c08aeb94c00a11b085b52206b9af1cdc77d3886f2f75d7023f36cfe7168,no,yes,False,True,,343,clean_holdout_natural,ate,cladder:28419
yes,True,yes,False,True,58f1eea19b091d01881339b189587cefe26fb0ac4b5f4c1214916be3f1784c4a,yes,yes,True,True,,344,clean_holdout_natural,marginal,cladder:10867
yes,True,yes,False,True,73ecedb238e92e75e82cd57cff8075f06e52f3cf72e1b4c1d2936e7be47736c3,yes,yes,True,True,,345,clean_holdout_natural,ate,cladder:3472
no,True,no,False,True,ced57df6026475aaff38d86fce5d8af9404c78419f98394a599fccc544681342,no,no,True,True,,346,clean_holdout_natural,ate,cladder:18530
yes,True,yes,False,True,d63d3397ba6ddef21c7fc8ac3a384cd57bf6ae085c1b04c88f1cf84b9a251d73,yes,yes,True,True,,347,clean_holdout_natural,ate,cladder:26896
yes,True,yes,False,True,8fed74385f0bf0c54617105a79d075a9d34a7a39cc30f05d1b3699bb30050d25,yes,yes,True,True,,348,clean_holdout_natural,ate,cladder:8409
yes,True,yes,False,True,78db44916778f9a905b9d44f12c486be7562cb8342db4d7e6e48d43632dee064,yes,yes,True,True,,349,clean_holdout_natural,marginal,cladder:28280
yes,True,yes,False,True,9b51ab64b46d569a5e90e1a45fb42873b47d65f6e2a7737fb50a209ee130c997,yes,,False,True,,350,clean_holdout_natural,nie,cladder:11674
yes,True,yes,False,True,217f22551afdd87d164cb482d90d9d339d5b260ea39092ff9f4bcd83fad70513,yes,yes,True,True,,351,clean_holdout_natural,det-counterfactual,cladder:30535
yes,True,yes,False,True,55899d3db0203a3a7cb6d040c58a011e8290e35e462cf511c28b7b028248b56b,yes,yes,True,True,,352,clean_holdout_natural,correlation,cladder:16382
yes,True,yes,False,True,83ca893d7b036a1909d196d4f5d1a07c50d1ac66822324ed9ea2379a359d1d47,yes,yes,True,True,,353,clean_holdout_natural,correlation,cladder:29025
yes,True,yes,False,True,d4e9c3b0cde733e9a7c4b99ecb5d0183412a9f570a33b3e513738311c7d56d11,yes,yes,True,True,,354,clean_holdout_natural,marginal,cladder:1971
yes,True,yes,False,True,42a397a48cc1c577bd22035ce6a7e61124d36f9fc700dfe36297457a1764d06d,yes,yes,True,True,,355,clean_holdout_natural,marginal,cladder:15579
no,True,no,False,True,587df4bf3bb18a11db1a901d0de923694612f2b442a64dc5c3becebdf648e13b,no,no,True,True,,356,clean_holdout_natural,marginal,cladder:24246
yes,True,yes,False,True,277079a3890a0329ddfb0ee470f14570baeb13c4a623485f0ae7857aad73cb64,yes,yes,True,True,,357,clean_holdout_natural,det-counterfactual,cladder:29803
yes,True,yes,False,True,626c2f3d97d684b8ae6f2b7e78c4adbbf73d22f5351ccfeca0a77dfd08169d7f,yes,yes,True,True,,358,clean_holdout_natural,ate,cladder:6009
yes,True,yes,False,True,6d0979283a72bddfeb455617dc7118d565b8d9708eab7d0a263abc2b7bbd0392,yes,yes,True,True,,359,clean_holdout_natural,correlation,cladder:28632
yes,True,yes,False,True,ec59f621f4cba7dc72f044b7399c9213081b25ca9d0def167448c5fd1088f767,yes,yes,True,True,,360,clean_holdout_natural,correlation,cladder:1896
yes,True,yes,False,True,2939daec959a4f4e62507075f52759a966a3a1ca88e5f8a949c87528ac893cd0,yes,yes,True,True,,361,clean_holdout_natural,ett,cladder:26508
no,True,no,False,True,497ae041049dbc9e0a0af69b50365f614aba25927e48d51a0a4ee0f607bda833,no,yes,False,True,,362,clean_holdout_natural,ate,cladder:4295
yes,True,yes,False,True,750e33464f9c585b10af6c4e692ff5922338ad6a129a3613fd2349d41a16b742,yes,yes,True,True,,363,clean_holdout_natural,nie,cladder:14696
yes,True,yes,False,True,60cb643af6a34d2230476a17e383cb402774e3c322b725610f849383bffca31b,yes,yes,True,True,,364,clean_holdout_natural,marginal,cladder:11381
no,True,no,False,True,c6e9d942554be572a010fabd55df7649d6081a41d0a5802fb10ecf9d84e47466,no,no,True,True,,365,clean_holdout_natural,correlation,cladder:3221
yes,True,yes,False,True,5b874ab260cab6ccc175e9d89660f46c102fcd81aacc64beab323e00e36e3236,yes,yes,True,True,,366,clean_holdout_natural,nde,cladder:3191
no,True,no,False,True,9afe2067f0ff0d833330e31db42abc60c87ce472fda91656042859f65d3552f3,no,no,True,True,,367,clean_holdout_natural,ate,cladder:13899
yes,True,yes,False,True,0b1f2b324ed4bd98c2f6f8a3d254fab47439ab5a7f35c7ebe5f1961cad03a5dd,yes,yes,True,True,,368,clean_holdout_natural,ett,cladder:15815
no,True,no,False,True,3cc9c6b7f828b8ddaa22bf6f4e28dd51d995287793ac9a1f2c3c0f9a2af1ae2f,no,no,True,True,,369,clean_holdout_natural,marginal,cladder:19378
no,True,no,False,True,fb5583074e44c21191b9214d5730b3b1e4cd494c0800ae5401dc93f28f845e64,no,no,True,True,,370,clean_holdout_natural,ate,cladder:5133
no,True,no,False,True,0bd682f9ca901d6f22e21062314148ba6291da1044de2d50171cace449ed99c4,no,no,True,True,,371,clean_holdout_natural,marginal,cladder:332
no,True,no,False,True,8694b9fcc93589595a84589cd4c998f3566f2fff682895e0081b834e3b039ed0,no,no,True,True,,372,clean_holdout_natural,exp_away,cladder:16673
no,True,no,False,True,ae693ff0311703fa565419a4354538cbefbe8f0af5f634ee9257e15134ac8812,no,no,True,True,,373,clean_holdout_natural,collider_bias,cladder:23537
no,True,no,False,True,868e569443a9b61d89e7596a4186ae3791d79892abbb00a513db20e55b6ae199,no,no,True,True,,374,clean_holdout_natural,ate,cladder:25207
no,True,no,False,True,cedcfb924479eb0d17c0a38cced6007c4cc32515843927835d2e1e73f019f5df,no,no,True,True,,375,clean_holdout_natural,ate,cladder:21268
no,True,no,False,True,5a8fda6017bf8a5dd2fa6415f89d6fea5e7872e34c431f908e380729d124b99d,no,no,True,True,,376,clean_holdout_natural,correlation,cladder:29531
yes,True,yes,False,True,0fa3bed8f81c691b77385353df146248f2b08fd917c817aedd43bd7bf4eef348,yes,yes,True,True,,377,clean_holdout_natural,ate,cladder:26504
yes,True,yes,False,True,95771a3b4e15503a27b4a6e192c38d6681e381d834b74543e20bfe3f78982843,yes,yes,True,True,,378,clean_holdout_natural,ett,cladder:29123
no,False,no,False,False,fef486f9abacccb583d3e53f443f1b102c1944a79279383574cf20801838feb9,yes,no,False,True,,379,clean_holdout_natural,det-counterfactual,cladder:9567
yes,True,yes,False,True,a467a4301dc6b280769935547772140282a3d7eff0ea0cf7f0add7c5cccd0149,yes,yes,True,True,,380,clean_holdout_natural,nde,cladder:21987
no,True,no,False,True,4a5d4c3fc635b7f5a851380d52ff2ceed894a8e00da84e4351151b54219d527b,no,no,True,True,,381,clean_holdout_natural,marginal,cladder:2658
yes,True,yes,False,True,9f220a98ecb753c8c51adc9c2eba95e0cf59c2c6a1e0334208b9831eb9b676f0,yes,yes,True,True,,382,clean_holdout_natural,nde,cladder:1125
yes,True,yes,False,True,9fadf5474e24a2b98f022b3c1ea73600af47799852d07607c2239c73cc55d8ce,yes,yes,True,True,,383,clean_holdout_natural,ate,cladder:3613
no,True,no,False,True,2c09320d4e718a0350a71d2ce92c8c2126f226982f1bc7a0f49995c54f0e621d,no,no,True,True,,384,clean_holdout_natural,backadj,cladder:14067
yes,True,yes,False,True,c198b9f67d3cacb50297a87fc40dfd6f4bf82b0bac4e84f85350f42964d1bf0e,yes,yes,True,True,,385,clean_holdout_natural,ett,cladder:17794
yes,True,yes,False,True,9c53e70ab910151267b4bdc0a6b2ffc1b02127f39f58f872934b2abb5fa727d7,yes,yes,True,True,,386,clean_holdout_natural,marginal,cladder:19441
no,True,no,False,True,23f6429f1f2a7df86c8d90d05c18e12ae6486bc72a0cd6aee0fccf91028320f8,no,no,True,True,,387,clean_holdout_natural,det-counterfactual,cladder:10136
no,False,no,False,False,d1e310ad32ab8b12dcc5b5142a2aeb1f2e1b0029b4cde346a418d2abbb43e09c,yes,yes,True,True,,388,clean_holdout_natural,ate,cladder:13836
no,True,no,False,True,a45d4229f8060d0a78af1f18fbcc5c1efb1422ddb007d9580f0b6b90a8170021,no,no,True,True,,389,clean_holdout_natural,det-counterfactual,cladder:20323
no,True,no,False,True,d9a261310734539cf709304eee13d7cb7c082cc5e8fb00cebda8780254af15ab,no,no,True,True,,390,clean_holdout_natural,ett,cladder:29505
no,True,no,False,True,010e3a196395eb6b71b68c76a5281cf0633fd2eb5474aaf0edcd0b6753c90d72,no,no,True,True,,391,clean_holdout_natural,det-counterfactual,cladder:29636
yes,True,yes,False,True,b27b457d7e396c40c539649e7bf3dc3ec63759bf429bceb6bdef37f79d3d2394,yes,yes,True,True,,392,clean_holdout_natural,nde,cladder:19496
no,True,no,False,True,b3b94de058740e825ba3697c07aa823562fb7c193e00df37b120046a1ff5fa5b,no,no,True,True,,393,clean_holdout_natural,marginal,cladder:15686
no,True,no,False,True,f60ed43064dca5539c89d13624f78ff5c9778589a208520f6a96b91529587d74,no,no,True,True,,394,clean_holdout_natural,ate,cladder:7974
yes,True,yes,False,True,b59e14a22e481bc94b6ae80e70c058a89d062acac628e97092644cde50d19e69,yes,yes,True,True,,395,clean_holdout_natural,ett,cladder:1405
yes,True,yes,False,True,d938b5bb705815a5d035b27d9dde00664a8b89b71f4ab5ffdf5e71963102ddf3,yes,yes,True,True,,396,clean_holdout_natural,ett,cladder:29109
yes,True,yes,False,True,e1cd21a85e689a06de3d45da6b35fd8f8189c49a4b849bbc05890f078ad5c154,yes,yes,True,True,,397,clean_holdout_natural,ate,cladder:9202
no,False,no,False,False,ec137b122e5d676ed9335cf972e787088c9ba7b911412fa1e4360c3a3be46025,yes,yes,True,True,,398,clean_holdout_natural,collider_bias,cladder:16733
no,True,no,False,True,8e1a838afcd367ed56b4830ec033fc784aed0dbc1eb8951efa10f612822a5cdc,no,no,True,True,,399,clean_holdout_natural,nde,cladder:119
no,True,no,False,True,634c6d9e0f5a46c9ee2415a730f2ca24d2c7fd850681fbdf0e12d654ea5e157f,no,no,True,True,,400,clean_holdout_natural,ate,cladder:453
no,True,no,False,True,d7db2f5f03b9f712e6b2ab2adc1622016a7070781de073b330c47eee51fe27ba,no,no,True,True,,401,clean_holdout_natural,correlation,cladder:3150
yes,False,yes,False,False,9b99456e283e202371cadb33e74ce4345e26ba2b1abc502a8f138bc9db8d60bc,no,yes,False,True,,402,clean_holdout_natural,ett,cladder:11273
no,True,no,False,True,4712ba7f85cd92974e745475d5b39ad59d44ccfdb3b7b1ab60da8eaa5b8dc525,no,no,True,True,,403,clean_holdout_natural,marginal,cladder:5157
no,True,no,False,True,1bbc910ac289a47f1c991ef8cc78f4606c6bf87da9a788a3c5e55568c6d3304a,no,no,True,True,,404,clean_holdout_natural,correlation,cladder:4239
yes,True,yes,False,True,a9260e9d06e1427199ae6f158bbf5ece2290eefe8127887985dcc9f6bc88e7c5,yes,yes,True,True,,405,clean_holdout_natural,ate,cladder:5691
no,False,no,False,False,4750234dd84354a6f4a6ce830c59b989299feaec1e1e4f3e5ae6ac6322636d00,yes,yes,True,True,,406,clean_holdout_natural,collider_bias,cladder:2642
no,True,no,False,True,3cab607f361a809706a9154657248f7dcd8dbe3912284cb0eceaad39bf65f95c,no,no,True,True,,407,clean_holdout_natural,exp_away,cladder:6690
yes,True,yes,False,True,daafa0e188778de26909122ab888063961ddf43a1ff1c342772598000a490be6,yes,yes,True,True,,408,clean_holdout_natural,marginal,cladder:13149
no,True,no,False,True,51b7f4124abd87d8f49ba075d1948f608df9c93f0a89cc1b8080ceda52a86db2,no,no,True,True,,409,clean_holdout_natural,nie,cladder:16583
no,True,no,False,True,459136627866216b2bc42ad165ead7d000926c76a33a43106ad3e227520fa55b,no,no,True,True,,410,clean_holdout_natural,det-counterfactual,cladder:9726
yes,True,yes,False,True,21cbc9d88f7ec36af95834e7d7edc41a360487b7320acfe687a4325536291eb1,yes,yes,True,True,,411,clean_holdout_natural,det-counterfactual,cladder:20095
yes,True,yes,False,True,22c1cf86c9008675f2cd36f2c91e188b4c68392ede4784e6a3a36f79cef09156,yes,yes,True,True,,412,clean_holdout_natural,correlation,cladder:10696
no,True,no,False,True,2ba4118da2f609003c9e31383ba216948c95d1cd0bc9768ebe71f31ae224af24,no,no,True,True,,413,clean_holdout_natural,marginal,cladder:20971
no,True,no,False,True,701d223aa0cd4d8bbd5878a81e90b161c3db9989c3a5d4798ace58b20a70fcb1,no,no,True,True,,414,clean_holdout_natural,nie,cladder:25083
yes,True,yes,False,True,d284739d4f6badafbff24dc08972bb60d8bff749db2bfa844e23a54cc4433f50,yes,yes,True,True,,415,clean_holdout_natural,exp_away,cladder:1957
yes,False,yes,False,False,d75c064db23fa09b6f965e0cd504e2561366b4f6a0bf5ef454530a6c8e6f9287,no,yes,False,True,,416,clean_holdout_natural,nie,cladder:6031
no,True,no,False,True,da314e41438268a11677193d330314abada11b5738ef7b2fe9f6fe73d8711635,no,no,True,True,,417,clean_holdout_natural,nie,cladder:13278
yes,True,yes,False,True,a58cfe13d02e7ad040375f58903dd0c90818cdd188011b3d66ed66da5cea70de,yes,yes,True,True,,418,clean_holdout_natural,marginal,cladder:23875
no,True,no,False,True,4b9214609317e8809dcbad218526215dc847d5f75d45eec21e4cb23e652c770d,no,no,True,True,,419,clean_holdout_natural,ett,cladder:28622
yes,True,yes,False,True,0ceb9cc8ae49dff597045c03005a93061ab4029411982fa119dc269108eb5836,yes,yes,True,True,,420,clean_holdout_natural,correlation,cladder:11083
no,True,no,False,True,9a4b2d0564b10c7bd613bf9f4ad4cc6115320ac9685e7be816a52c13341a5698,no,no,True,True,,421,clean_holdout_natural,marginal,cladder:25559
no,False,no,False,False,832a947606ab20946541f43b13476c3cea5c5876bc87ac05261c04eebe3d15e1,yes,yes,True,True,,422,clean_holdout_natural,ett,cladder:14350
yes,True,yes,False,True,906e7a0c5532948f1864a2a8bfb5c92f64d60ccb401fea013a1762a9a798a3d9,yes,yes,True,True,,423,clean_holdout_natural,ett,cladder:21837
yes,True,yes,False,True,67e50f78b50e976c224977c52fcefb696dffa3365141bd31dfd3f7197722a1ce,yes,yes,True,True,,424,clean_holdout_natural,ate,cladder:11607
yes,True,yes,False,True,d28430fa5ed281bfd10d4009a210ff2bd18abdbc932374b3d8fd5b625d7c4b17,yes,yes,True,True,,425,clean_holdout_natural,ate,cladder:349
yes,True,yes,False,True,5e5ef2e286c40d6e02e19bfca8e38cc3285eea93345b61dfd658a8935e9fb737,yes,yes,True,True,,426,clean_holdout_natural,ett,cladder:5463
no,True,no,False,True,8d3c86fa887493082ece82f33e435595bfafd7baa9989001c7bd01b06ae5e4f4,no,no,True,True,,427,clean_holdout_natural,marginal,cladder:18735
no,True,no,False,True,81124f73316d5879c1ab41419b4c29c1e0758436179bc633789a320afad12f72,no,no,True,True,,428,clean_holdout_natural,nie,cladder:22769
no,False,no,False,False,0b12a4957d02d6b59b3eea82f115b995f6940cd3050ecfc370274516b97542f5,yes,yes,True,True,,429,clean_holdout_natural,ett,cladder:327
yes,True,yes,False,True,c79742920de6014859600644e20b4008664d5a83b47a11594b9fe6f6f88a31f5,yes,yes,True,True,,430,clean_holdout_natural,nde,cladder:24170
yes,True,yes,False,True,4efbff1c4cba6b2f8302bd19ea5a347dcb329cb45832ce801c4397a8004becc9,yes,yes,True,True,,431,clean_holdout_natural,ate,cladder:29438
no,True,no,False,True,a5bbff062c05ae274c4907a86f75f40642f39cf82510ca6b8624e520b02da3f9,no,no,True,True,,432,clean_holdout_natural,marginal,cladder:21092
no,True,no,False,True,321eb18540d8d160df069cf93b4bb629931a143adf2f1e015fb8438067fa898f,no,no,True,True,,433,clean_holdout_natural,marginal,cladder:18575
yes,True,yes,False,True,91778cf5309f574d1f5c33a5dded8948c0fc49171159ada70244a456e5b3d481,yes,yes,True,True,,434,clean_holdout_natural,ett,cladder:27765
yes,True,yes,False,True,6ddadb1f4ec5d688cec97788a3e052f2fcb8a371ad764ba1823a4aa74c943ca7,yes,yes,True,True,,435,clean_holdout_natural,marginal,cladder:24252
yes,True,yes,False,True,184237978e1f82495907dbc62d22e9acc38f31aa5113d12334bbb1d6be3a3d16,yes,no,False,True,,436,clean_holdout_natural,backadj,cladder:13679
yes,True,yes,False,True,42e43d5f3fafa0014813fd25f5888ef9d83b11d2d672dea1b46814a256b928e5,yes,yes,True,True,,437,clean_holdout_natural,marginal,cladder:5475
yes,True,yes,False,True,e3b931b922311024cd95a4c219cd2659eac1e3d150bf40c981d95358366bf1f2,yes,yes,True,True,,438,clean_holdout_natural,ate,cladder:18686
yes,True,yes,False,True,a2bf49989e71234dba61050d2394c6599332c6e0488ef42a42822e5d8438d1d4,yes,yes,True,True,,439,clean_holdout_natural,marginal,cladder:17915
yes,True,yes,False,True,44354aa57f863af4a63c04bf056e12eeaba031cf8f6ef25bfac5499411091eb1,yes,yes,True,True,,440,clean_holdout_natural,correlation,cladder:11392
no,True,no,False,True,e0be36e3988742dc7a4f16e23010b666af180dc904164449212f44c35fa2f88d,no,no,True,True,,441,clean_holdout_natural,ate,cladder:6409
no,True,no,False,True,25384152ddb5a64a2c1137e278dc4bf072df859df8231ff691b5eef90d4afa66,no,no,True,True,,442,clean_holdout_natural,marginal,cladder:813
no,True,no,False,True,2b672557272f99b688f5e6f7130820ab214bbe67ef108ca98188127657591656,no,no,True,True,,443,clean_holdout_natural,marginal,cladder:28074
yes,True,yes,False,True,73543b2333ab14a2e798ac42576963693a3ff8b1a0f849bc765800c8df99d846,yes,yes,True,True,,444,clean_holdout_natural,det-counterfactual,cladder:30065
no,True,no,False,True,7306e84397c0733c9fcc30bf03596c88e6d4406615369ba24c498267b0a0754e,no,no,True,True,,445,clean_holdout_natural,marginal,cladder:6482
yes,True,yes,False,True,be1342044f630fc1da8a43f404ed7a94bd92ccebb910f111740a210e596a1aad,yes,yes,True,True,,446,clean_holdout_natural,marginal,cladder:6553
no,True,no,False,True,2463dce26fe82350171a6c7021802e1a459310d7caa9b598814012e0413c4730,no,no,True,True,,447,clean_holdout_natural,marginal,cladder:10710
no,True,no,False,True,cf7fd11e09a57d7b68eef1455e0cd5ff89dde88fac13f314ae88b53ce9e85c73,no,no,True,True,,448,clean_holdout_natural,ate,cladder:24970
no,True,no,False,True,ac4dda0ac5f6e632f3d81282062831a358d3db0388927d074dac5bb669ea84e7,no,no,True,True,,449,clean_holdout_natural,correlation,cladder:23580
no,True,no,False,True,6ee3972547769997148776f170b26b83eb87d5e7579181899219fa81c6e99e94,no,no,True,True,,450,clean_holdout_natural,correlation,cladder:8165
no,True,no,False,True,40437c3485566dc484fffc7f89dc2ab028bf6b9c35fa25eb6a1ebe819f11fd12,no,no,True,True,,451,clean_holdout_natural,marginal,cladder:571
no,True,no,False,True,5f44e01ef88bc282825f0e46a88df1a9cd41d52d2841bef394e13068756e70a9,no,no,True,True,,452,clean_holdout_natural,det-counterfactual,cladder:19949
no,True,no,False,True,19c637d5542049daffdcbf985364d3341ed8fb25b642fdbf7db0fdf0bbead9ba,no,no,True,True,,453,clean_holdout_natural,nie,cladder:17711
no,True,no,False,True,26a988e7106d6baa9d431dcffa9db4b57a933ba90f14e7f5cc90cd0c404f3de2,no,no,True,True,,454,clean_holdout_natural,correlation,cladder:9506
no,False,no,False,False,ce82a3062e5a2e4a8c83a3fa41655f943ff9366b390056c4900ccaa78b5a3dd4,yes,no,False,True,,455,clean_holdout_natural,ett,cladder:19407
yes,True,yes,False,True,f4560854475113063044087bec589dd9ddadf72d9511b9518eefc58960bedb0e,yes,yes,True,True,,456,clean_holdout_natural,ett,cladder:28727
no,True,no,False,True,15eeafae5c261e23752c0836a9d52c74f6a54c72594c2038496dd7f8e6da2f26,no,no,True,True,,457,clean_holdout_natural,correlation,cladder:16938
no,True,no,False,True,08ccc19d883f254cf2336d6105286a0486337031c80ccc1bd776d893569e8243,no,no,True,True,,458,clean_holdout_natural,det-counterfactual,cladder:29591
no,True,no,False,True,fd4f13094705df3247f772e0731e642c44d2cacac954685fb6b091c8946da52c,no,no,True,True,,459,clean_holdout_natural,marginal,cladder:18025
no,True,no,False,True,aa5da7a9f3d1a8763665fc7ae76f3256848edd9d28e7680c78d1b691d37b89b9,no,no,True,True,,460,clean_holdout_natural,ett,cladder:4131
yes,True,yes,False,True,fe3cf2630fef838e5e7a80b8db43427eb06820dc02bbdc6fd3c84d4de8d88ce3,yes,yes,True,True,,461,clean_holdout_natural,ate,cladder:1994
no,True,no,False,True,2b19b97654700d8bc824119705906e9f5e668a4f46d9111318c412804585c61f,no,no,True,True,,462,clean_holdout_natural,marginal,cladder:28572
no,True,no,False,True,039cb08dce75e97574e9160318b8d9d71e156791e7b7e84c3b2d7423ca00cf76,no,no,True,True,,463,clean_holdout_natural,ate,cladder:13624
yes,True,yes,False,True,2d8a7e1494a494ef96eb585ef332fe492dc20cfc07b1cbfccfa90373f86be1a2,yes,yes,True,True,,464,clean_holdout_natural,nie,cladder:25800
yes,True,yes,False,True,dc1781f4a9a6969480ead10685147d6463a629888ff92fef3d4264f413ce4896,yes,yes,True,True,,465,clean_holdout_natural,marginal,cladder:25505
yes,True,yes,False,True,71dd34f801cff2f0fdafe83ad4f4c3a538b31736baa76e5dd29db9a100f52dc3,yes,yes,True,True,,466,clean_holdout_natural,ett,cladder:23002
no,True,no,False,True,667b51b8c7a3c34069277f638b3ea7211b5a6dd6e0736621656a6d7af9e19a79,no,no,True,True,,467,clean_holdout_natural,ate,cladder:4247
no,True,no,False,True,de57c7ba9a3f4b0c4a1c50499a9c543e2dadb07797a4bbefa79faf3266e28a82,no,no,True,True,,468,clean_holdout_natural,correlation,cladder:16835
yes,True,yes,False,True,74a714b3f9c63750a067bc3ffd320613799574f3c15ece72f424de42ff48301c,yes,yes,True,True,,469,clean_holdout_natural,correlation,cladder:23964
yes,True,yes,False,True,07a4cd62f35882b607dfa9a901e3b4c39bbb1f664b107416956361f1b2e711f7,yes,yes,True,True,,470,clean_holdout_natural,correlation,cladder:6836
no,True,no,False,True,14af0fd2d220140831635ffc353737c0a8303fd3c57fb96e7cbfe75daddcc6ce,no,no,True,True,,471,clean_holdout_natural,marginal,cladder:17418
no,True,no,False,True,4bf6721477cb8cca474fce194a9c1112d44a051d326fd1e828223dec912248ff,no,no,True,True,,472,clean_holdout_natural,marginal,cladder:21284
no,True,no,False,True,21b42ce80009fb621b48cf73714ffb3fbc2b28b5febc9cb9c4f36aa97f728b76,no,no,True,True,,473,clean_holdout_natural,ate,cladder:8717
no,True,no,False,True,244f5cca461131defbfcf3b0c86eb13304948858f09c3010dd6328f60e17b5a8,no,no,True,True,,474,clean_holdout_natural,correlation,cladder:28609
no,True,no,False,True,dfeb5bf328333e733ad9cf21ec595680ae0bcc4daa3e42f732898d0a53bceacd,no,no,True,True,,475,clean_holdout_natural,ett,cladder:14970
no,True,no,False,True,68b19f953dd2ba8f0cbb96e1e4a1c2201b0dc13c585f314afbb677a81092d96c,no,no,True,True,,476,clean_holdout_natural,marginal,cladder:26942
yes,True,yes,False,True,7b147c886ff7e95fc157ee4c9429ba47f065c8cd70bafbcaf5529478e06381e6,yes,yes,True,True,,477,clean_holdout_natural,ate,cladder:27423
